Epoch,Train Loss,Validation Loss,Train Disease Loss,Train Lesion Loss,Validation Disease Loss,Validation Lesion Loss
1,0.6992072648015516,0.20695699254671732,0.017932940993040544,1.039755709212402,0.0022328265865022936,0.3692574550708135
2,0.6817114856736414,0.20019017408291498,0.01695664436957831,1.0242900673685402,0.002232283935882151,0.3557346711556117
3,0.6862194507286467,0.19206163038810095,0.0175531990464841,1.0213748941133762,0.002134333966144671,0.34143658479054767
4,0.6826633096768938,0.18483523776133856,0.017264425658203405,1.0200381058043446,0.0020821114303544164,0.32802824676036835
5,0.6712948081308397,0.17560419936974844,0.01661339681996996,1.0103217126994297,0.001883203493586431,0.3135443280140559
6,0.6727465802225573,0.16924467931191126,0.016869956201970064,1.0080940415119302,0.0019042375303494434,0.3004046082496643
7,0.6660073358437111,0.16315440833568573,0.0166590119278508,0.9988344476140779,0.0018723276249753933,0.2888622581958771
8,0.6627658929290443,0.15711497763792673,0.016657109739628202,0.9923895952002756,0.001905766063525031,0.27611463020245236
9,0.6593937097952284,0.153948741654555,0.016452941469494897,0.9897285972175927,0.002061968727502972,0.26665811489025754
10,0.659064710910978,0.14499168346325556,0.016452095358921535,0.9890875359033716,0.001758328212114672,0.25481680532296497
11,0.6547498189169785,0.13752431919177374,0.016347637468274553,0.9825468957424164,0.0015752844822903473,0.24354294687509537
12,0.6520420533829722,0.13080697134137154,0.01626994645078506,0.978685164759899,0.0014646065537817776,0.2323218137025833
13,0.649184541198714,0.12440211946765582,0.015982436546092403,0.9787203499983097,0.0013550945441238582,0.22170234968264899
14,0.6450090454570179,0.12063681582609813,0.015907670333098364,0.9718646792502239,0.0014351004113753636,0.21257162342468897
15,1.0858737582276607,0.11334028467535973,0.024640678719151765,1.6789339028041939,0.0012128623008417587,0.20242332170406976
16,0.7017648433303011,0.10711290687322617,0.017043609991027362,1.0626574903726578,0.001052242626125614,0.1931809609134992
17,0.6281317729374458,0.10243174433708191,0.01478192113452302,0.960625139803722,0.0010184587833161156,0.18449431409438452
18,0.6232643040089771,0.09622998038927714,0.014506908254055628,0.9563904206814438,0.000889337573122854,0.17467320710420609
19,0.6172662130717573,0.09314174329241116,0.014042224503696318,0.9536879093482576,0.0009279010312942167,0.16772546619176865
20,0.6131817130693074,0.08850472047924995,0.013801991229009783,0.9503236148377945,0.0008740443348263701,0.15952855348587036
21,0.6069055597843795,0.08460232739647229,0.013290249367228484,0.9480061132846207,0.0008322649518959224,0.15255935241778693
22,0.6015975240232616,0.0818195603787899,0.013179188837088516,0.9396112638300863,0.0008339790510945022,0.14695953826109567
23,0.6044588695312368,0.0774610626200835,0.01354305942518765,0.9380565411571798,0.0007315740707175186,0.1402906452616056
24,0.5993509824419844,0.07444760079185168,0.013027310164159582,0.9381557502623262,0.0007116330768136928,0.1346625400086244
25,0.5953193290223335,0.0704349825779597,0.01288607010240506,0.9329172529537102,0.0006220233311372189,0.12842949976523718
26,0.5875859617673117,0.06778343953192234,0.012328169335197689,0.9286085274712793,0.000588713320515429,0.1237926110625267
27,0.5838067424965316,0.0642675260702769,0.012146238602922651,0.9246886984027666,0.000507052904140437,0.11839399486780167
28,0.5753297678612429,0.06196224813659986,0.011610606836821434,0.9184474071552013,0.0004925992398057133,0.11407251159350078
29,0.577716547225056,0.05906939506530762,0.011620457286159668,0.923023942986439,0.0004403010910512724,0.10933276886741321
30,0.5764464665332745,0.05703494759897391,0.011624520558237645,0.9204025155511396,0.0004217211887104592,0.1056354691584905
31,0.5708546659042095,0.055775552367170654,0.01126274579618094,0.9164544053632637,0.000444400988878139,0.10266308362285297
32,0.5687192106812164,0.05468956008553505,0.011075890972780802,0.9159205833385731,0.0004634163093821068,0.10011079534888268
33,0.5656250717824903,0.052563161899646126,0.01102785069338881,0.9106931177706554,0.00041680964144082583,0.09679013242324193
34,0.5590360002784893,0.051087244103352226,0.010622087089296687,0.9056302429787044,0.0004047110727090815,0.09408026685317357
