Epoch,Train Loss,Validation Loss,Train Disease Loss,Train Lesion Loss,Validation Disease Loss,Validation Lesion Loss
1,0.6694652188954682,0.13726910824577013,0.01726451142819534,0.9936402337304477,0.0010982422099914402,0.25257336845000583
2,0.6533822756389092,0.13456548750400543,0.015974320258527738,0.9872781511010795,0.0014196382835507393,0.24073820809523264
3,0.6477377972212331,0.1291136679550012,0.015514892353355113,0.9851777538143355,0.0014082894291883956,0.23006154100100198
4,0.6452286091857943,0.12561904018123946,0.01505524034065933,0.9893524276799169,0.0014646703493781388,0.22194467236598334
5,0.62993542516026,0.11977718770503998,0.014058408487973541,0.9787026792764664,0.0013014972403955956,0.21352443099021912
6,0.6164300505971086,0.11410396670301755,0.013238948217898222,0.9680811228423283,0.0012009643057050805,0.2041886498530706
7,0.6156764993893689,0.10935276870926221,0.013016077312982063,0.9710314340632538,0.001131679261258493,0.19607195258140564
8,0.5947012375911762,0.10393010328213374,0.011748178276947924,0.9544389201649304,0.0010572571821588401,0.18671506394942602
9,0.5923400467325901,0.10010342548290889,0.011485311270948371,0.9549738728794558,0.0010581502623002355,0.17904384434223175
10,0.5844557680960359,0.09731818114717801,0.011060090416416141,0.9477097279038923,0.0010784077894641086,0.1730682079990705
11,0.5660322386899899,0.09528891369700432,0.010218647936888939,0.9276915133513254,0.0011704951466526836,0.16716792434453964
12,0.5541770476205595,0.09417203565438588,0.009586210177452625,0.9166298935125614,0.0012973161065019667,0.16239774972200394
13,0.5391920026520203,0.08872296661138535,0.008773435698521067,0.9029152989387512,0.0011825505789602175,0.1537949194510778
14,0.5309698121814892,0.08704195047418277,0.007955746545560723,0.9028246808668663,0.0012861426221206784,0.14836104959249496
15,0.5194578557435808,0.08837684616446495,0.007627488311645093,0.8863659406016613,0.0015854937373660505,0.14504381765921912
16,0.5087166321945602,0.08598555003603299,0.00739693809511413,0.8694945006021138,0.0015891674265731126,0.1401877539853255
17,0.5219579213138285,0.08426010857025783,0.0073087244286555155,0.8977413575710922,0.0016060362540883943,0.13639949386318526
18,0.4930843311394083,0.08407116495072842,0.006726967183849724,0.851629331964871,0.0017787380687271555,0.13256756588816643
19,0.48242488156618746,0.08293508055309455,0.006307245756033808,0.8387048527084547,0.001884412340587005,0.1281819132467111
20,0.4761982226166232,0.081962534536918,0.006397081263552034,0.8244548035335952,0.0020005840827555708,0.12391338745752971
21,0.4671879508372011,0.08158183470368385,0.0061397056292505645,0.8115817691231596,0.002117863875658562,0.12080639104048412
22,0.4648614266951536,0.07995796327789624,0.006102072760454732,0.8076813914652529,0.002150651610766848,0.11690289403001468
23,0.4499083223014042,0.07979588148494561,0.00548338369393103,0.7901489657574686,0.002247878903290257,0.11463418478767078
24,0.44027011417623224,0.08188119530677795,0.005340162292323557,0.7737369821246328,0.002494266431313008,0.11387706299622853
25,0.4379240154963115,0.08119935045639674,0.005301419220531584,0.7698196423207891,0.0025782312538164356,0.11083407824238141
26,0.44143363415938,0.08161061319212119,0.006274501409718831,0.7573772384945688,0.002651762954580287,0.1101859634121259
27,0.4339971600164627,0.08119506388902664,0.0055384657552449736,0.7572250009096902,0.0026985405129380524,0.10841931526859601
28,0.4484686444930989,0.08444744224349658,0.005547082087763682,0.785995654633333,0.0029879985377192497,0.10913491373260815
29,0.41000908343442555,0.08511726309855779,0.004593674238000451,0.7281446866691113,0.003090029019707193,0.10843394200007121
30,0.41543720945202073,0.08384666591882706,0.005067580554168671,0.7295228105423779,0.003030749037861824,0.10707835108041763
31,0.40218400550556593,0.0848882303883632,0.004758754864551833,0.709192910071077,0.003185537895963838,0.106065700451533
32,0.40513476266943177,0.08497394062578678,0.004819125126232393,0.7138870241570061,0.003241882640092323,0.10511022930343945
33,0.40212252113068925,0.08599569151798885,0.005072847752859977,0.7027881033076294,0.0033188106026500463,0.10561517005165418
