Epoch,Train Loss,Validation Loss,Train Disease Loss,Train Lesion Loss,Validation Disease Loss,Validation Lesion Loss
1,0.506775017249687,0.043783201525608696,0.01726817159014272,0.979013697083654,0.003217090774948398,0.08113222320874532
2,0.5028921379868326,0.04320008307695389,0.015580146958858803,0.9746239696597231,0.0025503649570358298,0.08129943783084552
3,0.49773422590103644,0.04290314204990864,0.014637438026417432,0.9661935580701664,0.0022520387331799916,0.0813022069633007
4,0.48777967922646426,0.041808249428868294,0.01363049348583445,0.9482983800357786,0.001923099848985051,0.07977029929558437
5,0.4831455671067896,0.04108177373806635,0.012936832054100674,0.9404174510774941,0.0017533888167236,0.07865677028894424
6,0.4736325032366761,0.04031374491751194,0.012087666271013561,0.9230896957732481,0.0016334985460465152,0.07736049344142278
7,0.4673732053488493,0.038941381188730397,0.011343822417106351,0.9120587670597536,0.0015391391498269513,0.07480448422332604
8,0.4618186120200774,0.03779147875805696,0.010747968234274343,0.9021412913912329,0.0014776725195891534,0.07262761207918327
9,0.4564215964155978,0.037199244213600956,0.010147383085307505,0.8925484241596584,0.0015492555321543477,0.07129997697969277
10,0.47405689293197517,0.03597337162743012,0.010244547721632788,0.9276246906354509,0.0015102349898370448,0.06892627353469531
11,0.44527352434293976,0.03575988672673702,0.009289329375766603,0.8719683736562729,0.001648779092647601,0.0682222160200278
12,0.43945374994956216,0.03487449729194244,0.008906814050690093,0.8610938750207424,0.0016603505452318739,0.06642829316357772
13,0.4338180660109582,0.03448306117206812,0.008596802673278505,0.8504425282108372,0.0017662113677943125,0.06543370087941487
14,0.4280758768898146,0.03360680118203163,0.008232789002218412,0.8396861788913094,0.0017892387380319026,0.06363512513538201
15,0.4227609723677923,0.03271491080522537,0.0080266651137459,0.8294686035349451,0.0018439076836026895,0.06174200711150964
16,0.41772299972844534,0.0318830655887723,0.007742933308252069,0.8199601192669622,0.0019094280990733143,0.05994727400441965
17,0.41210435279484453,0.031249980131785076,0.007536293185067138,0.8091361260619657,0.0019275709528301377,0.058644818142056465
18,0.40678441219417183,0.03013932891190052,0.007404688353337155,0.7987594675786537,0.0019705105587490834,0.05633763720591863
19,0.40183159802109003,0.029721657124658424,0.007266985730956518,0.7891292109571654,0.0020335984881967306,0.0553761168072621
20,0.3961765627087704,0.028830175288021564,0.007076001054695647,0.7782011346827293,0.0020421627972003384,0.05357602549095949
21,0.39062196009888733,0.02827734515691797,0.006923881213377422,0.7673961509918344,0.002047809017919159,0.05245907294253508
22,0.6364044226898715,0.026919368964930374,0.011039032494942336,1.2507307595605481,0.0020041912066517398,0.04983035599191984
23,0.3796323862504856,0.02673131584500273,0.00672258620084151,0.7458195893158173,0.0020634779114819444,0.04933567686627308
24,0.7147786150012037,0.026380354693780344,0.012687115711240291,1.404183023384419,0.0020769114465413927,0.048606887459754944
25,0.3681683788911022,0.02530848483244578,0.006472463238831802,0.7233918246909462,0.00203759627402178,0.04654177619765202
26,0.36272481225174047,0.0246403565009435,0.006327879546633681,0.712793862190226,0.0020055490980060617,0.04526961501687765
27,0.35760237181816124,0.023855398098627727,0.006278372359169037,0.7026480005668669,0.0019894819791564564,0.04373183225591978
28,0.3525117924276354,0.023037167886892956,0.006236538688269853,0.6925504983820278,0.001915552430242921,0.04224323124314348
29,0.34739166114415077,0.023344688350334764,0.006138769568522172,0.6825057859050816,0.0020006261474918574,0.042688123881816864
30,0.3421306869994592,0.022261629269147914,0.006108734874127047,0.6720439010331857,0.0018916848281757364,0.04073988972231746
