Epoch,Train Loss,Validation Loss,Train Disease Loss,Train Lesion Loss,Validation Disease Loss,Validation Lesion Loss
1,0.7985145895104659,0.5882236028001422,0.028082090395649798,1.0353873810093654,0.019018085141267096,0.7960854806005955
2,0.7328112373226567,0.5531193511117072,0.02356226612617703,0.9943771493278052,0.015721053650070514,0.7918176379586969
3,0.7108243268571401,0.5290847030423936,0.021901825906120633,0.9836121397583109,0.013792576556581827,0.7823178784123489
4,0.6885466466608801,0.5030687635853177,0.020243131201469193,0.9722306609153748,0.011944619822315872,0.7672451456033048
5,0.6457455279011476,0.47589875225509914,0.017393787404657097,0.9436153113057739,0.010290896057129083,0.7459795998320693
6,0.600393312267567,0.4525211685824962,0.014638216069311295,0.9080223064673575,0.009138123793361177,0.722279874696618
7,0.5644403396272346,0.4293718236897673,0.012771744352740873,0.8734457979076787,0.008272405530511779,0.6932955086231232
8,0.525916118017937,0.4095163410972981,0.011165856198701812,0.8285151208701886,0.00773029159643643,0.6644268633709067
9,0.4877456592297868,0.3884562942243758,0.009781176307373435,0.779867792560866,0.007257903231047315,0.6317545474462566
10,0.4556703280461462,0.3680468269047283,0.008962336905288363,0.7320939112258585,0.006890671776740679,0.5982802109349341
11,0.4224647616673457,0.3486560169784796,0.00820841974208107,0.6807611247622654,0.006687589305719095,0.5635602535413844
12,0.3965436628088355,0.33579217957421426,0.007974909262970628,0.6335891384043192,0.006580885436657506,0.5399666331885826
13,0.3750018167652582,0.3133167850651911,0.007741516383707916,0.5951733046260319,0.0062300813404449614,0.5020319594159013
14,0.33415506536043005,0.29968436244165614,0.006910742600111438,0.5300952795598852,0.006179997205132774,0.47576877124430167
15,0.3153878147370721,0.28560732158699204,0.007000459864502773,0.4907664368321237,0.006081779392150652,0.4495790700561234
16,0.293756847416884,0.2786948379750053,0.006532544882870034,0.4568627970097096,0.006177669209483568,0.43383627309508266
17,0.267597557520984,0.2675135141415965,0.006249615447105545,0.4102028066586507,0.006060104932527922,0.41382493544369936
18,0.2476159735827854,0.2575966290286964,0.005586002233413686,0.38351190010036684,0.005827189066621941,0.39864946132348406
19,0.2330061117922397,0.25078406852359575,0.005278848759266303,0.36043524834768553,0.00577767741300964,0.3860145783539684
20,0.21254391317304813,0.24040066091609852,0.005128366352092646,0.3225205005710258,0.005606460988582555,0.36867210397585515
21,0.20553207560687473,0.2393758113141216,0.00473644127563794,0.31633532532049635,0.005588117248581035,0.3669892846429277
22,0.19372947539055818,0.22808671048620627,0.004761863484255675,0.292221680923218,0.005312767796914116,0.34991805665638476
23,0.1854244828273199,0.2271436020798449,0.0042311274241288435,0.2862264136685745,0.0053406686756283135,0.34747383814482463
24,0.17578606847183484,0.21414066854465222,0.004525904144669001,0.2610540536060733,0.004914283826933354,0.32999565782735035
25,0.16269700437490092,0.21715389524719544,0.003496867974325524,0.2554566512791146,0.005124537122139286,0.3318170434351833
26,0.16597320723690484,0.21087007445194536,0.004078329866139316,0.25037981662899256,0.004979444453922389,0.3221512606057028
27,0.15589023451075742,0.2103425008023069,0.003467380567101492,0.2424328594468534,0.005015363109816376,0.3203777342679955
28,0.14793544438618578,0.20050752930165755,0.003273656012913163,0.23039776807479365,0.00472200773150516,0.306574915280743
29,0.14083719114821994,0.19984510792641058,0.0032509533042014626,0.21665531461445714,0.0047236727980253775,0.3052167644990342
30,0.1389757493853961,0.19835617168185612,0.0032638478026982692,0.212674544202654,0.004729118364463959,0.30212996485421345
31,0.13285310284577703,0.19170738133557497,0.003248794523441527,0.20073031494884114,0.004518595979399314,0.29304283028025
32,0.12105104990401551,0.19039557646915672,0.002629193724408795,0.18951822467589458,0.00450442772021883,0.29070260961140904
33,0.11612085395149495,0.18931799743413216,0.0026186245643705325,0.17986921717314736,0.004496812538751068,0.2886997337696985
34,0.11924096149098325,0.19206323044463283,0.00273014999739213,0.1838789224134464,0.0046045972381502254,0.2920345117094084
35,0.11776478333447717,0.18593757805813635,0.0029600603890445965,0.17632835725886062,0.004419977304461922,0.28347561570505303
36,0.11163887214650842,0.1856375504285097,0.002808021926275136,0.1671173040853127,0.004429785228109852,0.28267939498515
37,0.10530553877745805,0.18672075761216028,0.0021362549489008656,0.1678859782576757,0.004486694599715217,0.2837076233256431
38,0.10084672876584687,0.18612529381754853,0.0022396187484877085,0.15690108361703,0.004463484635510083,0.2829808986945344
39,0.10600081153802182,0.1775994565382245,0.0026118023385175836,0.15976557439119604,0.004223592691275934,0.2707270656579307
40,0.1041490509615917,0.1855334043835423,0.0021800541720279542,0.16469701946051302,0.0044883080450485325,0.28130064340352656
41,0.10874959222580258,0.18058881101508936,0.0027038548928287223,0.16342208718292808,0.004352890794550712,0.27411979673031184
42,0.09296458297360101,0.18257437976786778,0.00223858161166151,0.14115753437662007,0.004441577393057135,0.2763172102803808
43,0.0938944819873493,0.1784759441479331,0.002315103258067546,0.14148689915156482,0.0043300432405972275,0.2703510148317686
44,0.11380906931957917,0.1816824208501549,0.002218819921529901,0.18324174068647583,0.004427591000248434,0.27481302966008936
45,0.09576096850888509,0.17975142186818024,0.001915576358671962,0.1532104084243704,0.004385220476598036,0.27179843264942366
46,0.08136367623351122,0.17926759720735608,0.001981973222159707,0.12308788760320137,0.004377398399810772,0.2709872274038692
47,0.09760479868242615,0.17685784827474327,0.0021242254421323242,0.1527250882164624,0.004316737038953718,0.26738095017416136
48,0.08546601469432445,0.18065613408439926,0.0015880122036354518,0.13917178708912903,0.004431998892132903,0.27267228304186747
49,0.08894087295293024,0.17958094239501016,0.0018074439951880393,0.14173286743462085,0.004404697419972979,0.2710679419604795
50,0.0929846023160376,0.17664959675277628,0.0024381529400431504,0.13720614542314585,0.004315939324442297,0.26698040570842013
