Leaf,N,Disease_R2,Disease_RMSE,Disease_MAE,Disease_r,Disease_Max,Lesion_R2,Lesion_RMSE,Lesion_MAE,Lesion_r,Lesion_Max
ESWW0070020_8,10,0.7963986591715563,0.053867958658331085,0.0467817799,0.9738119536147894,0.33253634,0.33495347784629725,216286.3640297652,174933.16840000002,0.9304448950707852,794607.0
ESWW0070020_9,8,-0.023734903620523218,0.037076500126452784,0.033335539713000004,0.304201614861104,0.11685996,-0.026426689625171695,90065.8220777787,79695.536875,0.324482959254464,280936.0
ESWW0070025_3,9,-27.004429785626108,0.017588811946349505,0.014556907084444444,0.5370445578181119,0.01133449,-18.63903190014009,49274.269876333594,46949.575666666664,0.5097541308323864,40085.0
ESWW0070025_8,12,-4995.23129109048,0.03134754941336366,0.028819633965833338,-0.5053716097592676,0.0012280034,-1548.0255312778093,75291.96503366639,72237.09375,-0.8110981515808655,5633.0
ESWW0070025_9,12,-24.62090218495513,0.007681210236359661,0.005700543066666668,0.39474239884519857,0.005258732,-29.64751300425525,35673.032192952225,34691.30416666667,0.36156049947355706,17173.0
